rank,uri,artist_names,track_name,source,peak_rank,previous_rank,weeks_on_chart,streams,chart_week,is_new_entry,rank_change,genre
67,spotify:track:1xoadYaxtOp9gHDwgmPDuz,"JSOL, Hoàng Duyên",Sài Gòn Hôm Nay Mưa,Universal Music Indochina,3,56,261,276287,2026-05-28,FALSE,-11,Ballad
68,spotify:track:2dPJtlvoa3GDowCh035M8P,Vũ.,Nếu Những Tiếc Nuối,WM Vietnam,33,59,58,275215,2026-05-28,FALSE,-9,Indie/Alternative
69,spotify:track:39KWnPNEvbXt423CzjvBfA,SOOBIN,Anh Đã Quen Với Cô Đơn,WM Vietnam,40,58,80,271139,2026-05-28,FALSE,-11,Ballad
70,spotify:track:0eAuGrXyGFYwur9ARUe7LJ,Malcolm Todd,Earrings,Columbia,70,86,5,270536,2026-05-28,FALSE,16,R&B/Soul
71,spotify:track:3VkV6L37ub0rtuYQoawAqz,Lil Zpoet,Tình Mình Lạ Kì,LiL Z Poet,45,67,17,268105,2026-05-28,FALSE,-4,Ballad
72,spotify:track:3P3rcI48wwVEgxF5vPM6pG,Sơn Tùng M-TP,Buông Đôi Tay Nhau Ra,Umusic Vietnam Co. Ltd. Distributed Labels,7,81,150,267804,2026-05-28,FALSE,9,Ballad
73,spotify:track:0pavLg3wbL6PVXAgXoWv4S,"24k.Right, Ngắn, Hipz",Một Nửa Sự Thật,Universal Music Indochina,73,128,8,265436,2026-05-28,FALSE,55,R&B/Soul
74,spotify:track:0e6fZkLArSmDIHnZcIua7t,"Vũ., Low G",Không Yêu Em Thì Yêu Ai?,WM Vietnam,19,64,87,263856,2026-05-28,FALSE,-10,Indie/Alternative
75,spotify:track:1hPbWyZnUPaeAWbOSKwkXJ,Quang Đăng Trần,Anh Đã Không Biết Cách Yêu Em,338ENT,9,89,43,257947,2026-05-28,FALSE,14,Ballad
76,spotify:track:6jcLKVmEKAQIXIVHJZ8vzS,"MONSTAR, GREY D, NICKY, VƯƠNG BÌNH",tình yêu chậm trễ,Yin Yang Media,46,78,180,252926,2026-05-28,FALSE,2,R&B/Soul
77,spotify:track:5SzJs9cwYXdSm9G3xcXuA2,Phùng Khánh Linh,Hôm Nay Tôi Buồn,BLACK SWAN LABEL LLC.,13,69,161,251723,2026-05-28,FALSE,-8,Ballad
78,spotify:track:0s7RyyUlQfd8mnnboHe18n,"MANBO, HIEUTHUHAI, HURRYKNG",Hẹn Gặp Em Dưới Ánh Trăng,Gerdnang,20,87,115,251341,2026-05-28,FALSE,9,Rap/Hip-hop
79,spotify:track:5u5AsK8JLgkr154QHZjJqh,"ANH TRAI ""SAY HI"", VCT, Karik, Negav, Ngô Kiến Huy, Jey B",NGƯỜI NHƯ ANH XỨNG ĐÁNG CÔ ĐƠN,Universal Music Indochina Distributed Labels,3,80,35,250718,2026-05-28,FALSE,1,Rap/Hip-hop
80,spotify:track:1o6cYDMHvKOfizi4d9Lqxr,W/N,id 072019,Universal Music Indochina Distributed Labels,3,76,148,249690,2026-05-28,FALSE,-4,Pop
81,spotify:track:2pBZoglJzsRk4UeVey8n0k,Việt Anh,Ngày Này Năm Ấy,338ENT,17,82,42,245713,2026-05-28,FALSE,1,Ballad
82,spotify:track:7diH1qnFziArYzynk3vkr6,CORTIS,TNT,Republic Records – CORTIS,27,52,4,244492,2026-05-28,FALSE,-30,Pop
83,spotify:track:4CVxKSRLUxqUuj2z9vn4fS,SOOBIN,Xin Đừng Lặng Im,"HONG AN ENTERTAIMENT,.JSC",37,79,53,242609,2026-05-28,FALSE,-4,Ballad
84,spotify:track:43zzuEWDotRcKlSFzrlJqs,Đạt G,Thêm Bao Nhiêu Lâu,12 trái lê,84,93,55,242432,2026-05-28,FALSE,9,Ballad
85,spotify:track:0Gi23nmOQ0eaPASq2VoMOW,RIO,vạn vật như muốn ta bên nhau,DAO Entertainment,6,83,59,241806,2026-05-28,FALSE,-2,Indie/Alternative
86,spotify:track:6lRlM6bClcoOBLQi0zfA34,"HIEUTHUHAI, Hoàng Tôn",Chờ Tới Khi Anh Về,M Music Records,23,77,5,241769,2026-05-28,FALSE,-9,R&B/Soul
87,spotify:track:2Pwou3Q2Cf59RxdX2V6MgV,Shiki,Có Đôi Điều,12 trái lê,10,74,74,241587,2026-05-28,FALSE,-13,Rap/Hip-hop
88,spotify:track:2rKkfc4VZ74FQDc1FF1Zo6,BTS,Body to Body,BIGHIT MUSIC,5,84,10,241207,2026-05-28,FALSE,-4,Pop
89,spotify:track:4qJSUFwZFouto5VZUlln75,"tlinh, Trung Trần",Thích Quá Rùi Nà,Universal Music Indochina Distributed Labels,34,62,297,241185,2026-05-28,FALSE,-27,R&B/Soul
90,spotify:track:0SmQ0UWeiHKQtxUej4Rem6,SOOBIN,Tháng Năm,Spacespeakers,6,85,184,240962,2026-05-28,FALSE,-5,Pop
91,spotify:track:6Q2oEdOhRjZ1DTv2a7j0lN,"PC, Dick, tofutns",Ghé Qua,12 trái lê,61,88,297,240522,2026-05-28,FALSE,-3,Rap/Hip-hop
92,spotify:track:1J3SmWwlYAG68LGKr86MVH,Sơn Tùng M-TP,Chúng Ta Của Hiện Tại,Umusic Vietnam Co. Ltd. Distributed Labels,1,73,284,239683,2026-05-28,FALSE,-19,Pop
93,spotify:track:7q1qYSyRkGT4ZaCc2ZQihP,"Hoàng Tôn, Koo",Em Còn Nhớ Anh Không - Remastered,Hoàng Tôn,69,108,59,238901,2026-05-28,FALSE,15,Ballad
94,spotify:track:4TyQKEifYDWTfTSRwpxlYI,Quân A.P,Bông Hoa Đẹp Nhất,Great Entertainment,32,99,126,236819,2026-05-28,FALSE,5,Ballad
95,spotify:track:5C3fx9rdM4Bxf1MSOQC4Ym,"Low G, Thắng",An Thần,M Music Records,2,103,240,236242,2026-05-28,FALSE,8,Rap/Hip-hop
96,spotify:track:27F22WcGDyl4Z2KylVJkXL,buitruonglinh,Đường Tôi Chở Em Về,Universal Music Indochina Distributed Labels,14,65,187,235794,2026-05-28,FALSE,-31,Indie/Alternative
97,spotify:track:0hB27T4dy9qBUcZabsrLOj,HIEUTHUHAI,Dạo Gần Đây Anh Thấy Anh Không Bằng Ai Hết,M Music Records,16,68,5,234613,2026-05-28,FALSE,-29,Rap/Hip-hop
98,spotify:track:19U8QkwGDiQnYtnNIlspuo,Ronboogz,Nói Dối,MaiDao Music,3,105,134,234524,2026-05-28,FALSE,7,Indie/Alternative
99,spotify:track:2ZBi1KpCR0grEWRNgySqwg,Hngle,Buông,Sony Music Entertainment,17,92,15,233774,2026-05-28,FALSE,-7,Ballad
100,spotify:track:0JKEP4dB1riE6l7Kq5kJm1,Chillies,Em Đừng Khóc,WM Vietnam,3,98,68,233586,2026-05-28,FALSE,-2,Indie/Alternative
101,spotify:track:36fgG6NiEuQXznNgf5y2Ck,"T.R.I, Dangrangto, DONAL",một bài hát không vui mấy - Extended Version,Umusic Vietnam Co. Ltd. Distributed Labels,26,71,73,233354,2026-05-28,FALSE,-30,Ballad
102,spotify:track:1zvL2X6HPrLfvtSY4DpopE,MIN,Em Mới Là Người Yêu Anh,MIN,1,142,158,232922,2026-05-28,FALSE,40,Pop
103,spotify:track:5XfGQZA0ioQAWUjlyJRcHc,"Shiki, Obito",1000 Ánh Mắt,12 trái lê,8,91,100,230179,2026-05-28,FALSE,-12,Rap/Hip-hop
104,spotify:track:2w7jOvl0kpplNxisgfnCdT,"Đức Trường, BMZ",Nếu Biết Đó Là Lần Cuối,BMZ,47,90,38,228070,2026-05-28,FALSE,-14,Ballad
105,spotify:track:6E3P4uOfKHYXJLK6Q3s0Tj,"JustaTee, Binz",Cơn Mưa Cuối,NGUYEN THANH TUAN,86,126,30,226075,2026-05-28,FALSE,21,Rap/Hip-hop
106,spotify:track:1UQNU5O9VttUgO16pxUnjw,"Obito, Shiki, RPT MCK",Đánh Đổi,12 trái lê,7,94,138,225500,2026-05-28,FALSE,-12,Rap/Hip-hop
107,spotify:track:6qgATU8r0ZPcPFPtZ5qA7B,Long Cao,Em Của Anh Đừng Của Ai!,Long Cao,107,109,4,224375,2026-05-28,FALSE,2,Pop
108,spotify:track:3b34161QoxLwsqhWSPy9i5,Da LAB,Thanh Xuân,Sony Music Entertainment,1,122,402,222944,2026-05-28,FALSE,14,Indie/Alternative
109,spotify:track:4vfhartd7HDWGJbdVIycEu,Sơn Tùng M-TP,Muộn Rồi Mà Sao Còn,Umusic Vietnam Co. Ltd. Distributed Labels,1,114,266,222257,2026-05-28,FALSE,5,Pop
110,spotify:track:51bYFYWODfYOZU0rwvjiCc,"Binz, Đen",Cho Mình Em,Spacespeakers,32,150,131,221240,2026-05-28,FALSE,40,Rap/Hip-hop
111,spotify:track:0rR27Ayle8G7sKoCt8OWUr,Dương Domic,Mất Kết Nối,DAO Entertainment,2,131,79,218074,2026-05-28,FALSE,20,R&B/Soul
112,spotify:track:317Lh6QCAz9JpWbV3oxrCf,"Phùng Khánh Linh, Thành Luke",EM ĐAU,BLACK SWAN LABEL LLC.,62,117,20,217858,2026-05-28,FALSE,5,Ballad
113,spotify:track:54PbBpquVfhfrwRwvjSXbI,"Charlie Puth, Selena Gomez",We Don't Talk Anymore (feat. Selena Gomez),Artist Partner,71,107,287,217462,2026-05-28,FALSE,-6,R&B/Soul
114,spotify:track:102XJmW0OH1WATZMW9avu2,"Binz, Obito",Nếu (feat. Obito),SS LABEL,114,-1,1,217097,2026-05-28,TRUE,NaN,R&B/Soul
115,spotify:track:5YPU2SdqR2pOsfFs5AW25q,"Rum, NIT",Kém Duyên,Rum,115,183,8,216742,2026-05-28,FALSE,68,Indie/Alternative
116,spotify:track:0KA8tBqZ81mBe2po59GK5j,Đỗ Hoàng Long,Trạng Thái Mộng Mơ,Umusic Vietnam Co. Ltd. Distributed Labels,92,115,14,213070,2026-05-28,FALSE,-1,Indie/Alternative
117,spotify:track:5U30iZBlmxkpHqzb1OSnBS,Rhymastic,Yêu 5,WM Vietnam,77,120,225,212060,2026-05-28,FALSE,3,R&B/Soul
118,spotify:track:3bmpXHVie1GTy37OkXJ7Vc,BTS,2.0,BIGHIT MUSIC,11,106,10,210541,2026-05-28,FALSE,-12,Rap/Hip-hop
119,spotify:track:2KadxdRVKWJy3ahMnlClhq,Hà An Huy, CHẲNG CẦN BÌNH YÊN |,DAO Entertainment,119,-1,1,209753,2026-05-28,TRUE,NaN,Ballad
120,spotify:track:5Bti0azlFhMattVY76qFr9,Vũ.,Lạ Lùng,WM Vietnam,17,112,425,209516,2026-05-28,FALSE,-8,Indie/Alternative
121,spotify:track:1LJyhnPdYGRLerwJd8CmL1,"Vũ., Dear Jane",Những Lời Hứa Bỏ Quên,WM Vietnam,1,102,128,207172,2026-05-28,FALSE,-19,Indie/Alternative
122,spotify:track:0oL2jCTf9P9a7flY5mCpYu,"Wxrdie, JustaTee",Trở Về,Universal Music Indochina Distributed Labels,54,104,65,206894,2026-05-28,FALSE,-18,Rap/Hip-hop
123,spotify:track:4Iz5EWPCAT8jYNk4IpLoll,buitruonglinh,Dù Cho Mai Về Sau,Yin Yang Media,10,111,270,206860,2026-05-28,FALSE,-12,Indie/Alternative
124,spotify:track:20dAJsyno9ZoBLJtqgQnUI,BTS,Hooligan,BIGHIT MUSIC,8,118,10,204534,2026-05-28,FALSE,-6,Pop
125,spotify:track:5tmA5oQDF0ULqRI12LKCDw,JayKii,Chiều Hôm Ấy,The First Management,95,100,31,203374,2026-05-28,FALSE,-25,Ballad
126,spotify:track:2Wjghh0RpiBquLsJ932X6R,Ronboogz,nhắn nhủ,MaiDao Music,14,134,128,201050,2026-05-28,FALSE,8,Indie/Alternative
127,spotify:track:4N99EuIjwSSFFFMDfTeOLU,"buitruonglinh, Vũ Phụng Tiên",Em Không Khóc (feat. Vũ Phụng Tiên),Yin Yang Media,62,136,186,199261,2026-05-28,FALSE,9,Indie/Alternative
128,spotify:track:6KIhgRkprgyJNERRMu7Quh,MIN,Có Em Chờ,MIN,117,133,55,199041,2026-05-28,FALSE,5,Pop
129,spotify:track:0GXZXSDFSbJjqdGifjSaig,buitruonglinh,Sớm Như Vậy,Umusic Vietnam Co. Ltd. Distributed Labels,19,97,7,197626,2026-05-28,FALSE,-32,Indie/Alternative
130,spotify:track:3gLRyMbg5nWLcuKD46Uz72,Phương Ly,Anh Là Ai,PHUONG LY,109,148,35,197238,2026-05-28,FALSE,18,Pop
131,spotify:track:5PGh9MyKry8slG5AfvD1eD,"Obito, Shiki, VSTRA",Hà Nội,12 trái lê,10,137,138,193844,2026-05-28,FALSE,6,Rap/Hip-hop
132,spotify:track:7fCeYpR02Q8JVuD88hJZVT,"Da LAB, Minh Tốc & Lam",Bầu Trời Mới,Universal Music Indochina Distributed Labels,8,125,86,193330,2026-05-28,FALSE,-7,Indie/Alternative
133,spotify:track:2G5ujw3rrWcAXQqT8PVnrz,"Obito, Shiki, Lăng LD",Đầu Đường Xó Chợ,12 trái lê,39,152,83,191443,2026-05-28,FALSE,19,Rap/Hip-hop
134,spotify:track:7dlgEjrK3lHbP786dshKDV,"ANH TRAI ""SAY HI"", B Ray, AMEE",CHỜ ANH VỀ,Universal Music Indochina Distributed Labels,2,151,25,191391,2026-05-28,FALSE,17,Rap/Hip-hop
135,spotify:track:6D94p9ASguBcYlDC0o56vx,HIEUTHUHAI,NOLOVENOLIFE,M Music Records,24,159,137,190390,2026-05-28,FALSE,24,Rap/Hip-hop
136,spotify:track:7J9l9ebYB3IEs5ea5J1M7a,"Da LAB, Tóc Tiên",Nước Mắt Em Lau Bằng Tình Yêu Mới,MUNIZ MUSIC COMPANY LIMITED,107,132,118,189913,2026-05-28,FALSE,-4,Pop
137,spotify:track:3y66li7DIrH7HLKIZzxR5H,Kai Đinh,Lễ Đường,Yin Yang Media,3,162,63,189488,2026-05-28,FALSE,25,Ballad
138,spotify:track:5VGOYjxkEaf19LoRPIolD2,"The Wind, Dangrangto",Anh Muốn Nhìn Thấy Em,M Music Records,77,116,76,188850,2026-05-28,FALSE,-22,Indie/Alternative
139,spotify:track:5BJqg07SKgmFnVLOBmLFvq,Bùi Anh Tuấn,"Hẹn Một Mai - From"" 4 Năm 2 Chàng 1 Tình Yêu""",1LABEL,109,110,58,188631,2026-05-28,FALSE,-29,Ballad
140,spotify:track:5wYQC7AuxV8ROALWcbVNxc,"Hoàng Dũng, Rhymastic, Lelarec",Giữ Anh Cho Ngày Hôm Qua,Lirico Entertainment,40,154,33,188557,2026-05-28,FALSE,14,Ballad
141,spotify:track:53zusvCJkyGYjEZ6bnLIjh,Hà Anh Tuấn,Tháng Tư Là Lời Nói Dối Của Em,Yin Yang Media,49,165,63,185542,2026-05-28,FALSE,24,Ballad
142,spotify:track:170CNv2CAZn8wg6GxvHXYC,"B Ray, AMEE",Ex's Hate Me,B Ray,129,157,30,185267,2026-05-28,FALSE,15,Rap/Hip-hop
143,spotify:track:2GE2p2dFpxp7OIz2QOFBzW,"ANH TRAI ""SAY HI"", HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều, Isaac","KIM PHÚT, KIM GIỜ (feat. HURRYKNG, HIEUTHUHAI, Negav, Pháp Kiều & Isaac)",Anh Trai Say Hi,5,161,83,184710,2026-05-28,FALSE,18,Rap/Hip-hop
144,spotify:track:6rEWOmyRZwZ4Aouth1YBSX,B Ray,Tệ Hại Và Xấu Xí,Great Entertainment/Sony Music,73,124,3,184206,2026-05-28,FALSE,-20,Rap/Hip-hop
145,spotify:track:2NIsWvMUHXqCplwCygJMjP,WEAN,NOWME,M Music Records,145,-1,1,183905,2026-05-28,TRUE,NaN,R&B/Soul
146,spotify:track:2vKNzC9T3kdU2JECcvob3V,CORTIS,YOUNGCREATORCREW,Republic Records – CORTIS,58,96,4,183438,2026-05-28,FALSE,-50,Pop
147,spotify:track:6OWWZtNQORY1McaZmOrwhc,CORTIS,GO!,Republic Records – CORTIS,82,113,27,183094,2026-05-28,FALSE,-34,Pop
148,spotify:track:6epn3r7S14KUqlReYr77hA,"Justin Bieber, Ludacris",Baby,RBMG/Def Jam,27,129,7,182801,2026-05-28,FALSE,-19,Pop
149,spotify:track:6TGwaBlfUGVoeZMBLzvXGP,"Dangrangto, DONAL",thế giới của anh,Higher Dimension,50,139,17,182174,2026-05-28,FALSE,-10,Indie/Alternative
150,spotify:track:6UFvSmKzCZ16fxsybf4PhE,"Nguyễn Trọng Tài, Don Raemo, Double X",HONGKONG1,T2B Media,150,185,13,181986,2026-05-28,FALSE,35,Indie/Alternative
151,spotify:track:1i5SZL7Ngz0sYFaKmwieyw,"Quang Hùng MasterD, Low G, Hino",Chất Gây Hại,M Music Records,16,101,23,181842,2026-05-28,FALSE,-50,Rap/Hip-hop
152,spotify:track:1J12HjUuXfJnaUdubTEzSR,HIEUTHUHAI,Nghe Như Tình Yêu,M Music Records,35,127,245,181841,2026-05-28,FALSE,-25,R&B/Soul
153,spotify:track:2ppLwHSMgDGEQ5c8o6nAX2,Low G,Simp Gái 808,M Music Records,9,143,137,181506,2026-05-28,FALSE,-10,Rap/Hip-hop
154,spotify:track:3H6nzsPNMttEvUl3ai3xN8,Chillies,Vùng Ký Ức,WM Vietnam,1,175,130,181394,2026-05-28,FALSE,21,Indie/Alternative
155,spotify:track:0jHpGB1Xt2kIX0VaPFvStp,"Tùng TeA, PC, TaynguyenSound",Già Cùng Nhau Là Được,12 trái lê,70,156,147,181392,2026-05-28,FALSE,1,Rap/Hip-hop
156,spotify:track:25NLn8W1JxuVrXQTVrDA4c,"Dfoxie37, myhoa, Tuann",hello em có khỏe không,Universal Music Indochina Distributed Labels,15,167,26,181078,2026-05-28,FALSE,11,Pop
157,spotify:track:5prZw3OHd2UhAq0VBKpqUM,GREY D,mới hôm qua,Umusic Vietnam Co. Ltd. Distributed Labels,34,145,9,180595,2026-05-28,FALSE,-12,R&B/Soul
158,spotify:track:6s3w7SUVtmm68Bw5KrKMh0,BTS,One More Night,BIGHIT MUSIC,21,158,5,178512,2026-05-28,FALSE,0,Pop
159,spotify:track:2uxjHthUJd2A8PmWaUGGsI,"Hoàng Dũng, Hoàng Rob",Chờ Anh Nhé,Lirico Entertainment,99,160,50,178474,2026-05-28,FALSE,1,Indie/Alternative
160,spotify:track:7CyPwkp0oE8Ro9Dd5CUDjW,"The Weeknd, JENNIE, Lily-Rose Depp","One Of The Girls (with JENNIE, Lily Rose Depp)",XO / Republic Records,11,168,153,178237,2026-05-28,FALSE,8,R&B/Soul
161,spotify:track:3COYA2vgfcUhDyRlVpZy5p,"tlinh, Low G",PHÓNG ZÌN ZÌN,M Music Records,4,146,88,178208,2026-05-28,FALSE,-15,Rap/Hip-hop
162,spotify:track:7kgzRBNkBRArtTPkYjWLYT,"14 Casper, Bon Nghiêm",bao tiền một mớ bình yên?,DANDERLÉON,9,166,262,177369,2026-05-28,FALSE,4,Ballad
163,spotify:track:4ecdsGz3Hg6TKPwQ0ZOdJz,CORTIS,FaSHioN,Republic Records – CORTIS,90,130,25,176396,2026-05-28,FALSE,-33,Pop
164,spotify:track:6uxuJ8Fr1AAfSPJUF9N1yr,Vũ.,Bước Qua Mùa Cô Đơn,WM Vietnam,1,140,273,176310,2026-05-28,FALSE,-24,Indie/Alternative
165,spotify:track:3ZbZtdEw9U0uZW4tZItIwq,"RHYDER, CoolKid, BAN",Chịu Cách Mình Nói Thua,RHYDER,6,194,122,175123,2026-05-28,FALSE,29,Rap/Hip-hop
166,spotify:track:5kJMW3pK49PvQDtpVryHf5,JustaTee,Forget About Her,Spacespeakers,31,-1,40,175106,2026-05-28,TRUE,NaN,R&B/Soul
167,spotify:track:50cmxP6KlnQA9IG3q5ckKD,Chillies,Mascara,WM Vietnam,3,163,227,173173,2026-05-28,FALSE,-4,Indie/Alternative
168,spotify:track:1FUdEz4fX1DxPcVAARlu6A,GREY D,yêu em như…,Umusic Vietnam Co. Ltd. Distributed Labels,13,123,9,172774,2026-05-28,FALSE,-45,R&B/Soul
169,spotify:track:3UJ2gSPFPSkPKZghRI8y1e,Dangrangto,Love is,MaiDao Music,10,170,83,171929,2026-05-28,FALSE,1,Indie/Alternative
170,spotify:track:08ULi904W2Po6pVj8nN7KC,"GREY D, Chillies",đưa em về nhàa,Umusic Vietnam Co. Ltd. Distributed Labels,3,184,159,171535,2026-05-28,FALSE,14,R&B/Soul
171,spotify:track:2SykQzXuFSeprST1uDjj1m,AMEE,trời giấu trời mang đi,Yin Yang Media,52,192,87,171053,2026-05-28,FALSE,21,R&B/Soul
172,spotify:track:55K3e7BGewGDUJ4ZQwkh7M,Only C,Người Đáng Thương Là Anh,OnlyC Production,131,149,19,170575,2026-05-28,FALSE,-23,Ballad
173,spotify:track:2OSjnBrQQ0CNKxIUM2GQDk,"JustaTee, Binz",Crying Over You,NGUYEN THANH TUAN,173,199,2,168696,2026-05-28,FALSE,26,R&B/Soul
174,spotify:track:5xuaCJaNAqRLwV7OO5zPiF,"W/N, Duongg, Nâu",3 1 0 7 (feat. Duongg & Nâu),"HONG AN ENTERTAIMENT,.JSC",11,189,291,167946,2026-05-28,FALSE,15,R&B/Soul
175,spotify:track:7G7mSV4BebkoHWwKTDvXu9,"V, Park Hyo Shin",Winter Ahead (with PARK HYO SHIN),BIGHIT MUSIC,3,135,68,167714,2026-05-28,FALSE,-40,Pop
176,spotify:track:2FnXZhpEKgIab8vI6t2C7e,"Shiki, Tyronee",Perfect,12 trái lê,74,164,59,166766,2026-05-28,FALSE,-12,Rap/Hip-hop
177,spotify:track:5cF0dROlMOK5uNZtivgu50,Charlie Puth,Attention,Artist Partner,21,193,203,165536,2026-05-28,FALSE,16,R&B/Soul
178,spotify:track:4YMM05vannAm37Mp1dHK1V,"RPT MCK, Trung Trần",Chìm Sâu,abandonh3ll records,1,186,221,164620,2026-05-28,FALSE,8,R&B/Soul
179,spotify:track:65st6HfPZyxq1RNTvqSIos,"Wren Evans, itsnk",Thu Đợi,Universal Music Indochina Distributed Labels,6,197,22,164287,2026-05-28,FALSE,18,R&B/Soul
180,spotify:track:1VyXprVXZYNGWWZf1u4JfN,CORTIS,Blue Lips,Republic Records – CORTIS,59,119,4,163319,2026-05-28,FALSE,-61,Pop
181,spotify:track:6HpkHTTwfVmSoopeloHqOp,"RAP VIỆT, Dick, DT TAP RAP, UMIE","Anh Là Ai? (feat. Dick, DT & UMIE)",DAT VIET VAC,3,-1,28,162833,2026-05-28,TRUE,NaN,Rap/Hip-hop
182,spotify:track:0sR5ThoE0uoskXWrm6KDxP,Kha,Hư không,MaiDao Music,22,144,124,162725,2026-05-28,FALSE,-38,Ballad
183,spotify:track:1uiqiUzPn2EJpvHDy84PEZ,"EM XINH ""SAY HI"", Orange, Mỹ Mỹ, 52Hz, Châu Bùi, Pháp Kiều",KHÔNG ĐAU NỮA RỒI,Em Xinh Say Hi,2,198,47,162440,2026-05-28,FALSE,15,Rap/Hip-hop
184,spotify:track:6CygbhaDoDGTlRq8LiEwpt,Binz,Hững Hờ,SS LABEL,184,-1,1,161995,2026-05-28,TRUE,NaN,R&B/Soul
185,spotify:track:3dCdcURa0Kk5UWXRY00HQy,CORTIS,Wassup,Republic Records – CORTIS,66,121,4,161657,2026-05-28,FALSE,-64,Pop
186,spotify:track:4QNH4OjJ9W10afDYAHi03I,HIEUTHUHAI,Anh Nên Đi Khỏi Đây,M Music Records,36,153,5,161039,2026-05-28,FALSE,-33,Rap/Hip-hop
187,spotify:track:4D1eaEIisnWCVPMnYuMh7q,白浩贤BlueC,漫步香港1999,腾讯音乐人,13,177,15,160773,2026-05-28,FALSE,-10,Indie/Alternative
188,spotify:track:7HoAJ6Hc1P91eoOrn1WY5d,"Đức Trường, BMZ, Kun",Đáng Lý Ra Phải Là Anh,BMZ,90,141,24,160543,2026-05-28,FALSE,-47,Ballad
189,spotify:track:527UV7H9SbnmTVkxBVg56X,Sơn Tùng M-TP,Chắc Ai Đó Sẽ Về,Umusic Vietnam Co. Ltd. Distributed Labels,126,169,38,159910,2026-05-28,FALSE,-20,Pop
190,spotify:track:1mtmvJjTchdqDCoJbFv1Op,"OgeNus, Dangrangto",Tuyển Bạn Gái,Universal Music Indochina Distributed Labels,40,173,7,159343,2026-05-28,FALSE,-17,Rap/Hip-hop
191,spotify:track:3J06iY9IRWKr1H0zIxrUby,"Orange, Hoàng Dũng",Khi Em Lớn,Universal Music Indochina,4,180,225,159294,2026-05-28,FALSE,-11,R&B/Soul
192,spotify:track:42i1d7gos5WvqZIFWCfE7E,Ngô Lan Hương,"Có công mài ""Sắc""",Ngô Lan Hương Exclusive,85,155,7,159054,2026-05-28,FALSE,-37,Pop
193,spotify:track:48MtqfQw716EZaNzOKNnuR,"CoolKid, RHYDER",Sau Cơn Mưa,MaiDao Music,8,-1,142,157262,2026-05-28,TRUE,NaN,Rap/Hip-hop
194,spotify:track:4wJ5Qq0jBN4ajy7ouZIV1c,"ROSÉ, Bruno Mars",APT.,Atlantic Records,2,195,70,156144,2026-05-28,FALSE,1,Pop
195,spotify:track:5iZHnufFUgATzrpGgH1K0W,T.R.I,Ánh Sao Và Bầu Trời,Yin Yang Media,1,-1,219,155928,2026-05-28,TRUE,NaN,Ballad
196,spotify:track:6IxPiUQI4Cd0mL0pBIOjAg,HIEUTHUHAI,Hết Yêu,M Music Records,39,138,5,155384,2026-05-28,FALSE,-58,R&B/Soul
197,spotify:track:7AD5F85waSb3yZxZxEXhJM,"Tóc Tiên, Touliver",Có Ai Thương Em Như Anh,Yin Yang Media,20,179,147,155060,2026-05-28,FALSE,-18,EDM/Dance
198,spotify:track:5oFEvbM7lGnx8jfAkuhVyo,"AMEE, RPT MCK",MỘNG YU,Yin Yang Media,3,-1,77,154560,2026-05-28,TRUE,NaN,R&B/Soul
199,spotify:track:4FT18tLTmf3QNBzG5r6OTj,"Đen, Ngọc Linh",Mười Năm (Lộn Xộn 3),Đen,17,187,133,154215,2026-05-28,FALSE,-12,Rap/Hip-hop
200,spotify:track:55Eo6NDkVhSRBonrT16kXM,"Cloud 5, Dangrangto",Đến Đây Bên Anh,Yin Yang Media,66,190,59,153627,2026-05-28,FALSE,-10,Indie/Alternative
1,spotify:track:2HRgqmZQC0MC7GeNuDIXHN,"Jung Kook, Latto",Seven (feat. Latto) (Explicit Ver.),BIGHIT MUSIC,1,1,151,2222129,2026-06-04,FALSE,0,Pop
2,spotify:track:7326q9PcJDcKuAFcrSkN0t,"Sơn Tùng M-TP, Tyga",Come My Way,M Music Records,2,-1,1,1954736,2026-06-04,TRUE,NaN,EDM/Dance
3,spotify:track:68lbSrXDORS51pmyjZv712,BTS,SWIM,BIGHIT MUSIC,1,2,11,1928776,2026-06-04,FALSE,-1,Pop
4,spotify:track:0a32EBPjqAe47cYDPE5Ia5,"Binz, SOOBIN",Em (feat. SOOBIN),SS LABEL,4,4,2,1491786,2026-06-04,FALSE,0,R&B/Soul
5,spotify:track:1ApIGNgp1azc0qB61x4GzG,"Hngle, Ari",Không Buông,Umusic Vietnam Co. Ltd. Distributed Labels,2,3,39,868875,2026-06-04,FALSE,-2,Pop
6,spotify:track:2KslE17cAJNHTsI2MI0jb2,Jung Kook,Standing Next to You,BIGHIT MUSIC,1,5,134,741166,2026-06-04,FALSE,-1,Pop
7,spotify:track:5xVCfx47vCXuLdpfbepqEo,HIEUTHUHAI,Người Im Lặng Gặp Người Hay Nói,M Music Records,2,6,13,713486,2026-06-04,FALSE,-1,Rap/Hip-hop
8,spotify:track:7uUuftbcr94tzGOCJSM25u,"Low G, JustaTee",In Love,M Music Records,2,8,32,701431,2026-06-04,FALSE,0,Rap/Hip-hop
9,spotify:track:7bFFUPBiF15n8m8RziqS4o,GREY D,dự báo thời tiết hôm nay mưa,Umusic Vietnam Co. Ltd. Distributed Labels,7,11,185,657368,2026-06-04,FALSE,2,R&B/Soul
